
=== Load cell level indicator ===
Reset cause visible to application: unknown.
Waiting for the first HX711 conversion...
Stored calibration loaded from EEPROM.
Calibration factor: 46.606666 counts/g
Stored tare offset loaded: -166704
Normal measurement started.

Controls:
  Hold button on D4 for 3 s = tare
  Serial command 't'    = tare
  Serial command 's'    = save calibration
  Serial command 'x'    = clear calibration
  Serial command 'z'    = clear tare
  Serial command 'c'    = calibrate/confirm
  Serial command 'q'    = cancel current tare/calibration
  Serial command 'd'    = toggle diagnostic capture
 Hold button on D8 for 3 s = start calibration
 Press button on D8 = confirm calibration step
LED operation status:
 All LEDs on = tare in progress
 All LEDs blinking slowly = tare required
 LOW blinking = waiting for empty platform
 MEDIUM blinking = waiting for reference mass
 HIGH blinking = reset-required fault
 LOW/HIGH alternating = HX711 recovery

Provisional levels:
 VERY_LOW: below 100 g, LOW LED blinking
 LOW: 100 to 500 g, LOW LED steady
 MEDIUM: 500 to 1000 g
 HIGH: above 1000 g
Weight: 8.71 g | Level: VERY_LOW
Weight: 4.44 g | Level: VERY_LOW
Weight: 5.86 g | Level: VERY_LOW
Weight: 5.94 g | Level: VERY_LOW
Weight: 6.16 g | Level: VERY_LOW
Weight: 4.06 g | Level: VERY_LOW
Weight: 5.90 g | Level: VERY_LOW
Weight: 5.88 g | Level: VERY_LOW
Weight: 9.68 g | Level: VERY_LOW
Weight: 5.04 g | Level: VERY_LOW
Weight: 5.28 g | Level: VERY_LOW
Weight: -0.47 g | Level: VERY_LOW
Weight: 3.22 g | Level: VERY_LOW
Weight: 2.12 g | Level: VERY_LOW
Weight: 0.79 g | Level: VERY_LOW

Diagnostic capture started.
DATA,sequence,timestamp_ms,raw_counts,tare_offset,net_counts,weight_grams
DATA,342,36530,-167529,-166704,-825,-17.701330
DATA,343,36614,-167024,-166704,-320,-6.865971
DATA,344,36698,-166494,-166704,210,4.505793
DATA,345,36782,-166368,-166704,336,7.209269
DATA,346,36867,-167153,-166704,-449,-9.633815
DATA,347,36951,-167831,-166704,-1127,-24.181089
DATA,348,37035,-168013,-166704,-1309,-28.086111
DATA,349,37119,-167393,-166704,-689,-14.783293
DATA,350,37203,-166453,-166704,251,5.385496
DATA,351,37287,-166390,-166704,314,6.737234
DATA,352,37371,-167140,-166704,-436,-9.354886
DATA,353,37455,-167722,-166704,-1018,-21.842369
DATA,354,37539,-167999,-166704,-1295,-27.785724
DATA,355,37623,-167373,-166704,-669,-14.354170
DATA,356,37708,-166437,-166704,267,5.728794
DATA,357,37792,-166414,-166704,290,6.222286
DATA,358,37876,-167196,-166704,-492,-10.556430
DATA,359,37960,-167820,-166704,-1116,-23.945072
DATA,360,38044,-167825,-166704,-1121,-24.052352
DATA,361,38128,-166986,-166704,-282,-6.050637
DATA,362,38212,-166381,-166704,323,6.930339
DATA,363,38296,-166451,-166704,253,5.428408
DATA,364,38380,-167241,-166704,-537,-11.521957
DATA,365,38464,-168257,-166704,-1553,-33.321414
DATA,366,38548,-168280,-166704,-1576,-33.814903
DATA,367,38632,-167432,-166704,-728,-15.620083
DATA,368,38717,-166476,-166704,228,4.892004
DATA,369,38801,-166481,-166704,223,4.784723
DATA,370,38885,-167327,-166704,-623,-13.367187
DATA,371,38969,-168201,-166704,-1497,-32.119869
DATA,372,39053,-168158,-166704,-1454,-31.197254
DATA,373,39137,-167133,-166704,-429,-9.204692
DATA,374,39221,-166465,-166704,239,5.128022
DATA,375,39305,-166376,-166704,328,7.037620
DATA,376,39389,-167064,-166704,-360,-7.724217
DATA,377,39473,-167916,-166704,-1212,-26.004863
DATA,378,39557,-167958,-166704,-1254,-26.906023
DATA,379,39642,-167264,-166704,-560,-12.015449
DATA,380,39726,-166400,-166704,304,6.522672
DATA,381,39810,-166395,-166704,309,6.629953
DATA,382,39894,-167055,-166704,-351,-7.531111
DATA,383,39978,-167944,-166704,-1240,-26.605636
DATA,384,40062,-167846,-166704,-1142,-24.502931
DATA,385,40146,-167029,-166704,-325,-6.973251
DATA,386,40230,-166504,-166704,200,4.291232
DATA,387,40314,-166476,-166704,228,4.892004
DATA,388,40398,-167196,-166704,-492,-10.556430
DATA,389,40482,-167924,-166704,-1220,-26.176511
DATA,390,40567,-168051,-166704,-1347,-28.901445
DATA,391,40651,-167259,-166704,-555,-11.908168
DATA,392,40735,-166484,-166704,220,4.720355
DATA,393,40819,-166585,-166704,119,2.553283
DATA,394,40903,-167208,-166704,-504,-10.813904
DATA,395,40987,-167960,-166704,-1256,-26.948934
DATA,396,41071,-167772,-166704,-1068,-22.915176
DATA,397,41155,-167218,-166704,-514,-11.028466
DATA,398,41239,-166416,-166704,288,6.179373
DATA,399,41323,-166407,-166704,297,6.372479
DATA,400,41407,-167136,-166704,-432,-9.269061
DATA,401,41491,-167934,-166704,-1230,-26.391075
DATA,402,41576,-167768,-166704,-1064,-22.829351
